dexnum,name,generation,type1,type2,species,height,weight,ability1,ability2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,total,catch_rate
419,Floatzel,4,Water,,Sea Weasel Pokémon,1.10,33.50,Swift Swim,Water Veil,,85,105,55,85,50,115,495,75
420,Cherubi,4,Grass,,Cherry Pokémon,0.40,3.30,Chlorophyll,,,45,35,45,62,53,35,275,190
421,Cherrim,4,Grass,,Blossom Pokémon,0.50,9.30,Flower Gift,,,70,60,70,87,78,85,450,75
422,Shellos,4,Water,,Sea Slug Pokémon,0.30,6.30,Sticky Hold,Storm Drain,Sand Force,76,48,48,57,62,34,325,190
423,Gastrodon,4,Water,Ground,Sea Slug Pokémon,0.90,29.90,Sticky Hold,Storm Drain,Sand Force,111,83,68,92,82,39,475,75
424,Ambipom,4,Normal,,Long Tail Pokémon,1.20,20.30,Technician,Pickup,Skill Link,75,100,66,60,66,115,482,45
425,Drifloon,4,Ghost,Flying,Balloon Pokémon,0.40,1.20,Aftermath,Unburden,Flare Boost,90,50,34,60,44,70,348,125
426,Drifblim,4,Ghost,Flying,Blimp Pokémon,1.20,15.00,Aftermath,Unburden,Flare Boost,150,80,44,90,54,80,498,60
427,Buneary,4,Normal,,Rabbit Pokémon,0.40,5.50,Run Away,Klutz,Limber,55,66,44,44,56,85,350,190
428,Lopunny,4,Normal,,Rabbit Pokémon,1.20,33.30,Cute Charm,Klutz,Limber,65,76,84,54,96,105,480,60
429,Mismagius,4,Ghost,,Magical Pokémon,0.90,4.40,Levitate,,,60,60,60,105,105,105,495,45
430,Honchkrow,4,Dark,Flying,Big Boss Pokémon,0.90,27.30,Insomnia,Super Luck,Moxie,100,125,52,105,52,71,505,30
431,Glameow,4,Normal,,Catty Pokémon,0.50,3.90,Limber,Own Tempo,Keen Eye,49,55,42,42,37,85,310,190
432,Purugly,4,Normal,,Tiger Cat Pokémon,1.00,43.80,Thick Fat,Own Tempo,Defiant,71,82,64,64,59,112,452,75
433,Chingling,4,Psychic,,Bell Pokémon,0.20,0.60,Levitate,,,45,30,50,65,50,45,285,120
434,Stunky,4,Poison,Dark,Skunk Pokémon,0.40,19.20,Stench,Aftermath,Keen Eye,63,63,47,41,41,74,329,225
435,Skuntank,4,Poison,Dark,Skunk Pokémon,1.00,38.00,Stench,Aftermath,Keen Eye,103,93,67,71,61,84,479,60
436,Bronzor,4,Steel,Psychic,Bronze Pokémon,0.50,60.50,Levitate,Heatproof,Heavy Metal,57,24,86,24,86,23,300,255
437,Bronzong,4,Steel,Psychic,Bronze Bell Pokémon,1.30,187.00,Levitate,Heatproof,Heavy Metal,67,89,116,79,116,33,500,90
438,Bonsly,4,Rock,,Bonsai Pokémon,0.50,15.00,Sturdy,Rock Head,Rattled,50,80,95,10,45,10,290,255
439,Mime Jr.,4,Psychic,Fairy,Mime Pokémon,0.60,13.00,Soundproof,Filter,Technician,20,25,45,70,90,60,310,145
440,Happiny,4,Normal,,Playhouse Pokémon,0.60,24.40,Natural Cure,Serene Grace,Friend Guard,100,5,5,15,65,30,220,130
441,Chatot,4,Normal,Flying,Music Note Pokémon,0.50,1.90,Keen Eye,Tangled Feet,Big Pecks,76,65,45,92,42,91,411,30
442,Spiritomb,4,Ghost,Dark,Forbidden Pokémon,1.00,108.00,Pressure,Infiltrator,,50,92,108,92,108,35,485,100
443,Gible,4,Dragon,Ground,Land Shark Pokémon,0.70,20.50,Sand Veil,Rough Skin,,58,70,45,40,45,42,300,45
444,Gabite,4,Dragon,Ground,Cave Pokémon,1.40,56.00,Sand Veil,Rough Skin,,68,90,65,50,55,82,410,45
445,Garchomp,4,Dragon,Ground,Mach Pokémon,1.90,95.00,Sand Veil,Rough Skin,,108,130,95,80,85,102,600,45
446,Munchlax,4,Normal,,Big Eater Pokémon,0.60,105.00,Pickup,Thick Fat,Gluttony,135,85,40,40,85,5,390,50
447,Riolu,4,Fighting,,Emanation Pokémon,0.70,20.20,Steadfast,Inner Focus,Prankster,40,70,40,35,40,60,285,75
448,Lucario,4,Fighting,Steel,Aura Pokémon,1.20,54.00,Steadfast,Inner Focus,Justified,70,110,70,115,70,90,525,45
449,Hippopotas,4,Ground,,Hippo Pokémon,0.80,49.50,Sand Stream,Sand Force,,68,72,78,38,42,32,330,140
450,Hippowdon,4,Ground,,Heavyweight Pokémon,2.00,300.00,Sand Stream,Sand Force,,108,112,118,68,72,47,525,60
451,Skorupi,4,Poison,Bug,Scorpion Pokémon,0.80,12.00,Battle Armor,Sniper,Keen Eye,40,50,90,30,55,65,330,120
452,Drapion,4,Poison,Dark,Ogre Scorp Pokémon,1.30,61.50,Battle Armor,Sniper,Keen Eye,70,90,110,60,75,95,500,45
453,Croagunk,4,Poison,Fighting,Toxic Mouth Pokémon,0.70,23.00,Anticipation,Dry Skin,Poison Touch,48,61,40,61,40,50,300,140
454,Toxicroak,4,Poison,Fighting,Toxic Mouth Pokémon,1.30,44.40,Anticipation,Dry Skin,Poison Touch,83,106,65,86,65,85,490,75
455,Carnivine,4,Grass,,Bug Catcher Pokémon,1.40,27.00,Levitate,,,74,100,72,90,72,46,454,200
456,Finneon,4,Water,,Wing Fish Pokémon,0.40,7.00,Swift Swim,Storm Drain,Water Veil,49,49,56,49,61,66,330,190
457,Lumineon,4,Water,,Neon Pokémon,1.20,24.00,Swift Swim,Storm Drain,Water Veil,69,69,76,69,86,91,460,75
458,Mantyke,4,Water,Flying,Kite Pokémon,1.00,65.00,Swift Swim,Water Absorb,Water Veil,45,20,50,60,120,50,345,25
459,Snover,4,Grass,Ice,Frost Tree Pokémon,1.00,50.50,Snow Warning,Soundproof,,60,62,50,62,60,40,334,120
460,Abomasnow,4,Grass,Ice,Frost Tree Pokémon,2.20,135.50,Snow Warning,Soundproof,,90,92,75,92,85,60,494,60
461,Weavile,4,Dark,Ice,Sharp Claw Pokémon,1.10,34.00,Pressure,Pickpocket,,70,120,65,45,85,125,510,45
462,Magnezone,4,Electric,Steel,Magnet Area Pokémon,1.20,180.00,Magnet Pull,Sturdy,Analytic,70,70,115,130,90,60,535,30
463,Lickilicky,4,Normal,,Licking Pokémon,1.70,140.00,Own Tempo,Oblivious,Cloud Nine,110,85,95,80,95,50,515,30
464,Rhyperior,4,Ground,Rock,Drill Pokémon,2.40,282.80,Lightning Rod,Solid Rock,Reckless,115,140,130,55,55,40,535,30
465,Tangrowth,4,Grass,,Vine Pokémon,2.00,128.60,Chlorophyll,Leaf Guard,Regenerator,100,100,125,110,50,50,535,30
466,Electivire,4,Electric,,Thunderbolt Pokémon,1.80,138.60,Motor Drive,Vital Spirit,,75,123,67,95,85,95,540,30
467,Magmortar,4,Fire,,Blast Pokémon,1.60,68.00,Flame Body,Vital Spirit,,75,95,67,125,95,83,540,30
468,Togekiss,4,Fairy,Flying,Jubilee Pokémon,1.50,38.00,Hustle,Serene Grace,Super Luck,85,50,95,120,115,80,545,30
469,Yanmega,4,Bug,Flying,Ogre Darner Pokémon,1.90,51.50,Speed Boost,Tinted Lens,Frisk,86,76,86,116,56,95,515,30
470,Leafeon,4,Grass,,Verdant Pokémon,1.00,25.50,Leaf Guard,Chlorophyll,,65,110,130,60,65,95,525,45
471,Glaceon,4,Ice,,Fresh Snow Pokémon,0.80,25.90,Snow Cloak,Ice Body,,65,60,110,130,95,65,525,45
472,Gliscor,4,Ground,Flying,Fang Scorp Pokémon,2.00,42.50,Hyper Cutter,Sand Veil,Poison Heal,75,95,125,45,75,95,510,30
473,Mamoswine,4,Ice,Ground,Twin Tusk Pokémon,2.50,291.00,Oblivious,Snow Cloak,Thick Fat,110,130,80,70,60,80,530,50
474,Porygon-Z,4,Normal,,Virtual Pokémon,0.90,34.00,Adaptability,Download,Analytic,85,80,70,135,75,90,535,30
475,Gallade,4,Psychic,Fighting,Blade Pokémon,1.60,52.00,Steadfast,Sharpness,Justified,68,125,65,65,115,80,518,45
476,Probopass,4,Rock,Steel,Compass Pokémon,1.40,340.00,Sturdy,Magnet Pull,Sand Force,60,55,145,75,150,40,525,60
477,Dusknoir,4,Ghost,,Gripper Pokémon,2.20,106.60,Pressure,Frisk,,45,100,135,65,135,45,525,45
478,Froslass,4,Ice,Ghost,Snow Land Pokémon,1.30,26.60,Snow Cloak,Cursed Body,,70,80,70,80,70,110,480,75
479,Rotom,4,Electric,Ghost,Plasma Pokémon,0.30,0.30,Levitate,,,50,50,77,95,77,91,440,45
480,Uxie,4,Psychic,,Knowledge Pokémon,0.30,0.30,Levitate,,,75,75,130,75,130,95,580,3
481,Mesprit,4,Psychic,,Emotion Pokémon,0.30,0.30,Levitate,,,80,105,105,105,105,80,580,3
482,Azelf,4,Psychic,,Willpower Pokémon,0.30,0.30,Levitate,,,75,125,70,125,70,115,580,3
483,Dialga,4,Steel,Dragon,Temporal Pokémon,5.40,683.00,Pressure,Telepathy,,100,120,120,150,100,90,680,3
484,Palkia,4,Water,Dragon,Spatial Pokémon,4.20,336.00,Pressure,Telepathy,,90,120,100,150,120,100,680,3
485,Heatran,4,Fire,Steel,Lava Dome Pokémon,1.70,430.00,Flash Fire,Flame Body,,91,90,106,130,106,77,600,3
486,Regigigas,4,Normal,,Colossal Pokémon,3.70,420.00,Slow Start,,,110,160,110,80,110,100,670,3
487,Giratina,4,Ghost,Dragon,Renegade Pokémon,4.50,750.00,Pressure,Telepathy,,150,100,120,100,120,90,680,3
488,Cresselia,4,Psychic,,Lunar Pokémon,1.50,85.60,Levitate,,,120,70,110,75,120,85,580,3
489,Phione,4,Water,,Sea Drifter Pokémon,0.40,3.10,Hydration,,,80,80,80,80,80,80,480,30
490,Manaphy,4,Water,,Seafaring Pokémon,0.30,1.40,Hydration,,,100,100,100,100,100,100,600,3
491,Darkrai,4,Dark,,Pitch-Black Pokémon,1.50,50.50,Bad Dreams,,,70,90,90,135,90,125,600,3
492,Shaymin,4,Grass,,Gratitude Pokémon,0.20,2.10,Natural Cure,,,100,100,100,100,100,100,600,45
493,Arceus,4,Normal,,Alpha Pokémon,3.20,320.00,Multitype,,,120,120,120,120,120,120,720,3
494,Victini,5,Psychic,Fire,Victory Pokémon,0.40,4.00,Victory Star,,,100,100,100,100,100,100,600,3
495,Snivy,5,Grass,,Grass Snake Pokémon,0.60,8.10,Overgrow,Contrary,,45,45,55,45,55,63,308,45
496,Servine,5,Grass,,Grass Snake Pokémon,0.80,16.00,Overgrow,Contrary,,60,60,75,60,75,83,413,45
497,Serperior,5,Grass,,Regal Pokémon,3.30,63.00,Overgrow,Contrary,,75,75,95,75,95,113,528,45
498,Tepig,5,Fire,,Fire Pig Pokémon,0.50,9.90,Blaze,Thick Fat,,65,63,45,45,45,45,308,45
499,Pignite,5,Fire,Fighting,Fire Pig Pokémon,1.00,55.50,Blaze,Thick Fat,,90,93,55,70,55,55,418,45
500,Emboar,5,Fire,Fighting,Mega Fire Pig Pokémon,1.60,150.00,Blaze,Reckless,,110,123,65,100,65,65,528,45
501,Oshawott,5,Water,,Sea Otter Pokémon,0.50,5.90,Torrent,Shell Armor,,55,55,45,63,45,45,308,45
502,Dewott,5,Water,,Discipline Pokémon,0.80,24.50,Torrent,Shell Armor,,75,75,60,83,60,60,413,45
503,Samurott,5,Water,,Formidable Pokémon,1.50,94.60,Torrent,Shell Armor,,95,100,85,108,70,70,528,45
504,Patrat,5,Normal,,Scout Pokémon,0.50,11.60,Run Away,Keen Eye,Analytic,45,55,39,35,39,42,255,255
505,Watchog,5,Normal,,Lookout Pokémon,1.10,27.00,Illuminate,Keen Eye,Analytic,60,85,69,60,69,77,420,255
506,Lillipup,5,Normal,,Puppy Pokémon,0.40,4.10,Vital Spirit,Pickup,Run Away,45,60,45,25,45,55,275,255
507,Herdier,5,Normal,,Loyal Dog Pokémon,0.90,14.70,Intimidate,Sand Rush,Scrappy,65,80,65,35,65,60,370,120
508,Stoutland,5,Normal,,Big-Hearted Pokémon,1.20,61.00,Intimidate,Sand Rush,Scrappy,85,110,90,45,90,80,500,45
509,Purrloin,5,Dark,,Devious Pokémon,0.40,10.10,Limber,Unburden,Prankster,41,50,37,50,37,66,281,255
510,Liepard,5,Dark,,Cruel Pokémon,1.10,37.50,Limber,Unburden,Prankster,64,88,50,88,50,106,446,90
511,Pansage,5,Grass,,Grass Monkey Pokémon,0.60,10.50,Gluttony,Overgrow,,50,53,48,53,48,64,316,190
512,Simisage,5,Grass,,Thorn Monkey Pokémon,1.10,30.50,Gluttony,Overgrow,,75,98,63,98,63,101,498,75
513,Pansear,5,Fire,,High Temp Pokémon,0.60,11.00,Gluttony,Blaze,,50,53,48,53,48,64,316,190
514,Simisear,5,Fire,,Ember Pokémon,1.00,28.00,Gluttony,Blaze,,75,98,63,98,63,101,498,75
515,Panpour,5,Water,,Spray Pokémon,0.60,13.50,Gluttony,Torrent,,50,53,48,53,48,64,316,190
516,Simipour,5,Water,,Geyser Pokémon,1.00,29.00,Gluttony,Torrent,,75,98,63,98,63,101,498,75
517,Munna,5,Psychic,,Dream Eater Pokémon,0.60,23.30,Forewarn,Synchronize,Telepathy,76,25,45,67,55,24,292,190
518,Musharna,5,Psychic,,Drowsing Pokémon,1.10,60.50,Forewarn,Synchronize,Telepathy,116,55,85,107,95,29,487,75
519,Pidove,5,Normal,Flying,Tiny Pigeon Pokémon,0.30,2.10,Big Pecks,Super Luck,Rivalry,50,55,50,36,30,43,264,255
520,Tranquill,5,Normal,Flying,Wild Pigeon Pokémon,0.60,15.00,Big Pecks,Super Luck,Rivalry,62,77,62,50,42,65,358,120
521,Unfezant,5,Normal,Flying,Proud Pokémon,1.20,29.00,Big Pecks,Super Luck,Rivalry,80,115,80,65,55,93,488,45
522,Blitzle,5,Electric,,Electrified Pokémon,0.80,29.80,Lightning Rod,Motor Drive,Sap Sipper,45,60,32,50,32,76,295,190
523,Zebstrika,5,Electric,,Thunderbolt Pokémon,1.60,79.50,Lightning Rod,Motor Drive,Sap Sipper,75,100,63,80,63,116,497,75
524,Roggenrola,5,Rock,,Mantle Pokémon,0.40,18.00,Sturdy,Weak Armor,Sand Force,55,75,85,25,25,15,280,255
525,Boldore,5,Rock,,Ore Pokémon,0.90,102.00,Sturdy,Weak Armor,Sand Force,70,105,105,50,40,20,390,120
526,Gigalith,5,Rock,,Compressed Pokémon,1.70,260.00,Sturdy,Sand Stream,Sand Force,85,135,130,60,80,25,515,45
527,Woobat,5,Psychic,Flying,Bat Pokémon,0.40,2.10,Unaware,Klutz,Simple,65,45,43,55,43,72,323,190
528,Swoobat,5,Psychic,Flying,Courting Pokémon,0.90,10.50,Unaware,Klutz,Simple,67,57,55,77,55,114,425,45
529,Drilbur,5,Ground,,Mole Pokémon,0.30,8.50,Sand Rush,Sand Force,Mold Breaker,60,85,40,30,45,68,328,120
530,Excadrill,5,Ground,Steel,Subterrene Pokémon,0.70,40.40,Sand Rush,Sand Force,Mold Breaker,110,135,60,50,65,88,508,60
531,Audino,5,Normal,,Hearing Pokémon,1.10,31.00,Healer,Regenerator,Klutz,103,60,86,60,86,50,445,255
532,Timburr,5,Fighting,,Muscular Pokémon,0.60,12.50,Guts,Sheer Force,Iron Fist,75,80,55,25,35,35,305,180
533,Gurdurr,5,Fighting,,Muscular Pokémon,1.20,40.00,Guts,Sheer Force,Iron Fist,85,105,85,40,50,40,405,90
534,Conkeldurr,5,Fighting,,Muscular Pokémon,1.40,87.00,Guts,Sheer Force,Iron Fist,105,140,95,55,65,45,505,45
535,Tympole,5,Water,,Tadpole Pokémon,0.50,4.50,Swift Swim,Hydration,Water Absorb,50,50,40,50,40,64,294,255
536,Palpitoad,5,Water,Ground,Vibration Pokémon,0.80,17.00,Swift Swim,Hydration,Water Absorb,75,65,55,65,55,69,384,120
537,Seismitoad,5,Water,Ground,Vibration Pokémon,1.50,62.00,Swift Swim,Poison Touch,Water Absorb,105,95,75,85,75,74,509,45
538,Throh,5,Fighting,,Judo Pokémon,1.30,55.50,Guts,Inner Focus,Mold Breaker,120,100,85,30,85,45,465,45
539,Sawk,5,Fighting,,Karate Pokémon,1.40,51.00,Sturdy,Inner Focus,Mold Breaker,75,125,75,30,75,85,465,45
540,Sewaddle,5,Bug,Grass,Sewing Pokémon,0.30,2.50,Swarm,Chlorophyll,Overcoat,45,53,70,40,60,42,310,255
541,Swadloon,5,Bug,Grass,Leaf-Wrapped Pokémon,0.50,7.30,Leaf Guard,Chlorophyll,Overcoat,55,63,90,50,80,42,380,120
542,Leavanny,5,Bug,Grass,Nurturing Pokémon,1.20,20.50,Swarm,Chlorophyll,Overcoat,75,103,80,70,80,92,500,45
543,Venipede,5,Bug,Poison,Centipede Pokémon,0.40,5.30,Poison Point,Swarm,Speed Boost,30,45,59,30,39,57,260,255
544,Whirlipede,5,Bug,Poison,Curlipede Pokémon,1.20,58.50,Poison Point,Swarm,Speed Boost,40,55,99,40,79,47,360,120
545,Scolipede,5,Bug,Poison,Megapede Pokémon,2.50,200.50,Poison Point,Swarm,Speed Boost,60,100,89,55,69,112,485,45
546,Cottonee,5,Grass,Fairy,Cotton Puff Pokémon,0.30,0.60,Prankster,Infiltrator,Chlorophyll,40,27,60,37,50,66,280,190
547,Whimsicott,5,Grass,Fairy,Windveiled Pokémon,0.70,6.60,Prankster,Infiltrator,Chlorophyll,60,67,85,77,75,116,480,75
548,Petilil,5,Grass,,Bulb Pokémon,0.50,6.60,Chlorophyll,Own Tempo,Leaf Guard,45,35,50,70,50,30,280,190
549,Lilligant,5,Grass,,Flowering Pokémon,1.10,16.30,Chlorophyll,Own Tempo,Leaf Guard,70,60,75,110,75,90,480,75
550,Basculin,5,Water,,Hostile Pokémon,1.00,18.00,Reckless,Adaptability,Mold Breaker,70,92,65,80,55,98,460,25
551,Sandile,5,Ground,Dark,Desert Croc Pokémon,0.70,15.20,Intimidate,Moxie,Anger Point,50,72,35,35,35,65,292,180
552,Krokorok,5,Ground,Dark,Desert Croc Pokémon,1.00,33.40,Intimidate,Moxie,Anger Point,60,82,45,45,45,74,351,90
553,Krookodile,5,Ground,Dark,Intimidation Pokémon,1.50,96.30,Intimidate,Moxie,Anger Point,95,117,80,65,70,92,519,45
554,Darumaka,5,Fire,,Zen Charm Pokémon,0.60,37.50,Hustle,Inner Focus,,70,90,45,15,45,50,315,120
555,Darmanitan,5,Fire,,Blazing Pokémon,1.30,92.90,Sheer Force,Zen Mode,,105,140,55,30,55,95,480,60
556,Maractus,5,Grass,,Cactus Pokémon,1.00,28.00,Water Absorb,Chlorophyll,Storm Drain,75,86,67,106,67,60,461,255
557,Dwebble,5,Bug,Rock,Rock Inn Pokémon,0.30,14.50,Sturdy,Shell Armor,Weak Armor,50,65,85,35,35,55,325,190
558,Crustle,5,Bug,Rock,Stone Home Pokémon,1.40,200.00,Sturdy,Shell Armor,Weak Armor,70,105,125,65,75,45,485,75
559,Scraggy,5,Dark,Fighting,Shedding Pokémon,0.60,11.80,Shed Skin,Moxie,Intimidate,50,75,70,35,70,48,348,180
560,Scrafty,5,Dark,Fighting,Hoodlum Pokémon,1.10,30.00,Shed Skin,Moxie,Intimidate,65,90,115,45,115,58,488,90
561,Sigilyph,5,Psychic,Flying,Avianoid Pokémon,1.40,14.00,Wonder Skin,Magic Guard,Tinted Lens,72,58,80,103,80,97,490,45
562,Yamask,5,Ghost,,Spirit Pokémon,0.50,1.50,Mummy,,,38,30,85,55,65,30,303,190
563,Cofagrigus,5,Ghost,,Coffin Pokémon,1.70,76.50,Mummy,,,58,50,145,95,105,30,483,90
564,Tirtouga,5,Water,Rock,Prototurtle Pokémon,0.70,16.50,Solid Rock,Sturdy,Swift Swim,54,78,103,53,45,22,355,45
565,Carracosta,5,Water,Rock,Prototurtle Pokémon,1.20,81.00,Solid Rock,Sturdy,Swift Swim,74,108,133,83,65,32,495,45
566,Archen,5,Rock,Flying,First Bird Pokémon,0.50,9.50,Defeatist,,,55,112,45,74,45,70,401,45
567,Archeops,5,Rock,Flying,First Bird Pokémon,1.40,32.00,Defeatist,,,75,140,65,112,65,110,567,45
568,Trubbish,5,Poison,,Trash Bag Pokémon,0.60,31.00,Stench,Sticky Hold,Aftermath,50,50,62,40,62,65,329,190
569,Garbodor,5,Poison,,Trash Heap Pokémon,1.90,107.30,Stench,Weak Armor,Aftermath,80,95,82,60,82,75,474,60
570,Zorua,5,Dark,,Tricky Fox Pokémon,0.70,12.50,Illusion,,,40,65,40,80,40,65,330,75
571,Zoroark,5,Dark,,Illusion Fox Pokémon,1.60,81.10,Illusion,,,60,105,60,120,60,105,510,45
572,Minccino,5,Normal,,Chinchilla Pokémon,0.40,5.80,Cute Charm,Technician,Skill Link,55,50,40,40,40,75,300,255
573,Cinccino,5,Normal,,Scarf Pokémon,0.50,7.50,Cute Charm,Technician,Skill Link,75,95,60,65,60,115,470,60
574,Gothita,5,Psychic,,Fixation Pokémon,0.40,5.80,Frisk,Competitive,Shadow Tag,45,30,50,55,65,45,290,200
575,Gothorita,5,Psychic,,Manipulate Pokémon,0.70,18.00,Frisk,Competitive,Shadow Tag,60,45,70,75,85,55,390,100
576,Gothitelle,5,Psychic,,Astral Body Pokémon,1.50,44.00,Frisk,Competitive,Shadow Tag,70,55,95,95,110,65,490,50
577,Solosis,5,Psychic,,Cell Pokémon,0.30,1.00,Overcoat,Magic Guard,Regenerator,45,30,40,105,50,20,290,200
578,Duosion,5,Psychic,,Mitosis Pokémon,0.60,8.00,Overcoat,Magic Guard,Regenerator,65,40,50,125,60,30,370,100
579,Reuniclus,5,Psychic,,Multiplying Pokémon,1.00,20.10,Overcoat,Magic Guard,Regenerator,110,65,75,125,85,30,490,50
580,Ducklett,5,Water,Flying,Water Bird Pokémon,0.50,5.50,Keen Eye,Big Pecks,Hydration,62,44,50,44,50,55,305,190
581,Swanna,5,Water,Flying,White Bird Pokémon,1.30,24.20,Keen Eye,Big Pecks,Hydration,75,87,63,87,63,98,473,45
582,Vanillite,5,Ice,,Fresh Snow Pokémon,0.40,5.70,Ice Body,Snow Cloak,Weak Armor,36,50,50,65,60,44,305,255
583,Vanillish,5,Ice,,Icy Snow Pokémon,1.10,41.00,Ice Body,Snow Cloak,Weak Armor,51,65,65,80,75,59,395,120
584,Vanilluxe,5,Ice,,Snowstorm Pokémon,1.30,57.50,Ice Body,Snow Warning,Weak Armor,71,95,85,110,95,79,535,45
585,Deerling,5,Normal,Grass,Season Pokémon,0.60,19.50,Chlorophyll,Sap Sipper,Serene Grace,60,60,50,40,50,75,335,190
586,Sawsbuck,5,Normal,Grass,Season Pokémon,1.90,92.50,Chlorophyll,Sap Sipper,Serene Grace,80,100,70,60,70,95,475,75
587,Emolga,5,Electric,Flying,Sky Squirrel Pokémon,0.40,5.00,Static,Motor Drive,,55,75,60,75,60,103,428,200
588,Karrablast,5,Bug,,Clamping Pokémon,0.50,5.90,Swarm,Shed Skin,No Guard,50,75,45,40,45,60,315,200
589,Escavalier,5,Bug,Steel,Cavalry Pokémon,1.00,33.00,Swarm,Shell Armor,Overcoat,70,135,105,60,105,20,495,75
590,Foongus,5,Grass,Poison,Mushroom Pokémon,0.20,1.00,Effect Spore,Regenerator,,69,55,45,55,55,15,294,190
591,Amoonguss,5,Grass,Poison,Mushroom Pokémon,0.60,10.50,Effect Spore,Regenerator,,114,85,70,85,80,30,464,75
592,Frillish,5,Water,Ghost,Floating Pokémon,1.20,33.00,Water Absorb,Cursed Body,Damp,55,40,50,65,85,40,335,190
593,Jellicent,5,Water,Ghost,Floating Pokémon,2.20,135.00,Water Absorb,Cursed Body,Damp,100,60,70,85,105,60,480,60
594,Alomomola,5,Water,,Caring Pokémon,1.20,31.60,Healer,Hydration,Regenerator,165,75,80,40,45,65,470,75
595,Joltik,5,Bug,Electric,Attaching Pokémon,0.10,0.60,Compound Eyes,Unnerve,Swarm,50,47,50,57,50,65,319,190
596,Galvantula,5,Bug,Electric,EleSpider Pokémon,0.80,14.30,Compound Eyes,Unnerve,Swarm,70,77,60,97,60,108,472,75
597,Ferroseed,5,Grass,Steel,Thorn Seed Pokémon,0.60,18.80,Iron Barbs,,,44,50,91,24,86,10,305,255
598,Ferrothorn,5,Grass,Steel,Thorn Pod Pokémon,1.00,110.00,Iron Barbs,Anticipation,,74,94,131,54,116,20,489,90
599,Klink,5,Steel,,Gear Pokémon,0.30,21.00,Plus,Minus,Clear Body,40,55,70,45,60,30,300,130
600,Klang,5,Steel,,Gear Pokémon,0.60,51.00,Plus,Minus,Clear Body,60,80,95,70,85,50,440,60
601,Klinklang,5,Steel,,Gear Pokémon,0.60,81.00,Plus,Minus,Clear Body,60,100,115,70,85,90,520,30
602,Tynamo,5,Electric,,EleFish Pokémon,0.20,0.30,Levitate,,,35,55,40,45,40,60,275,190
603,Eelektrik,5,Electric,,EleFish Pokémon,1.20,22.00,Levitate,,,65,85,70,75,70,40,405,60
604,Eelektross,5,Electric,,EleFish Pokémon,2.10,80.50,Levitate,,,85,115,80,105,80,50,515,30
605,Elgyem,5,Psychic,,Cerebral Pokémon,0.50,9.00,Telepathy,Synchronize,Analytic,55,55,55,85,55,30,335,255
606,Beheeyem,5,Psychic,,Cerebral Pokémon,1.00,34.50,Telepathy,Synchronize,Analytic,75,75,75,125,95,40,485,90
607,Litwick,5,Ghost,Fire,Candle Pokémon,0.30,3.10,Flash Fire,Flame Body,Infiltrator,50,30,55,65,55,20,275,190
608,Lampent,5,Ghost,Fire,Lamp Pokémon,0.60,13.00,Flash Fire,Flame Body,Infiltrator,60,40,60,95,60,55,370,90
609,Chandelure,5,Ghost,Fire,Luring Pokémon,1.00,34.30,Flash Fire,Flame Body,Infiltrator,60,55,90,145,90,80,520,45
610,Axew,5,Dragon,,Tusk Pokémon,0.60,18.00,Rivalry,Mold Breaker,Unnerve,46,87,60,30,40,57,320,75
611,Fraxure,5,Dragon,,Axe Jaw Pokémon,1.00,36.00,Rivalry,Mold Breaker,Unnerve,66,117,70,40,50,67,410,60
612,Haxorus,5,Dragon,,Axe Jaw Pokémon,1.80,105.50,Rivalry,Mold Breaker,Unnerve,76,147,90,60,70,97,540,45
613,Cubchoo,5,Ice,,Chill Pokémon,0.50,8.50,Snow Cloak,Slush Rush,Rattled,55,70,40,60,40,40,305,120
614,Beartic,5,Ice,,Freezing Pokémon,2.60,260.00,Snow Cloak,Slush Rush,Swift Swim,95,130,80,70,80,50,505,60
615,Cryogonal,5,Ice,,Crystallizing Pokémon,1.10,148.00,Levitate,,,80,50,50,95,135,105,515,25
616,Shelmet,5,Bug,,Snail Pokémon,0.40,7.70,Hydration,Shell Armor,Overcoat,50,40,85,40,65,25,305,200
617,Accelgor,5,Bug,,Shell Out Pokémon,0.80,25.30,Hydration,Sticky Hold,Unburden,80,70,40,100,60,145,495,75
618,Stunfisk,5,Ground,Electric,Trap Pokémon,0.70,11.00,Static,Limber,Sand Veil,109,66,84,81,99,32,471,75
619,Mienfoo,5,Fighting,,Martial Arts Pokémon,0.90,20.00,Inner Focus,Regenerator,Reckless,45,85,50,55,50,65,350,180
620,Mienshao,5,Fighting,,Martial Arts Pokémon,1.40,35.50,Inner Focus,Regenerator,Reckless,65,125,60,95,60,105,510,45
621,Druddigon,5,Dragon,,Cave Pokémon,1.60,139.00,Rough Skin,Sheer Force,Mold Breaker,77,120,90,60,90,48,485,45
622,Golett,5,Ground,Ghost,Automaton Pokémon,1.00,92.00,Iron Fist,Klutz,No Guard,59,74,50,35,50,35,303,190
623,Golurk,5,Ground,Ghost,Automaton Pokémon,2.80,330.00,Iron Fist,Klutz,No Guard,89,124,80,55,80,55,483,90
624,Pawniard,5,Dark,Steel,Sharp Blade Pokémon,0.50,10.20,Defiant,Inner Focus,Pressure,45,85,70,40,40,60,340,120
625,Bisharp,5,Dark,Steel,Sword Blade Pokémon,1.60,70.00,Defiant,Inner Focus,Pressure,65,125,100,60,70,70,490,45
